Container stores 10000 shapes:
Parallelepiped: a = 9, b = 1, c = 6; Density = 1; SurfaceArea = 138.0
Parallelepiped: a = 29, b = 21, c = 30; Density = 29; SurfaceArea = 4218.0
Sphere: r = 9; Density = 13; SurfaceArea = 1017.8760197630929
Parallelepiped: a = 25, b = 29, c = 15; Density = 28; SurfaceArea = 3070.0
Tetrahedron: a = 29; Density = 23; SurfaceArea = 1456.6547291654258
Tetrahedron: a = 26; Density = 5; SurfaceArea = 1170.866345916561
Tetrahedron: a = 6; Density = 29; SurfaceArea = 62.35382907247958
Sphere: r = 12; Density = 16; SurfaceArea = 1809.5573684677208
Sphere: r = 17; Density = 4; SurfaceArea = 3631.681107549801
Sphere: r = 28; Density = 25; SurfaceArea = 9852.03456165759
Tetrahedron: a = 4; Density = 28; SurfaceArea = 27.712812921102035
Sphere: r = 11; Density = 28; SurfaceArea = 1520.53084433746
Tetrahedron: a = 1; Density = 2; SurfaceArea = 1.7320508075688772
Parallelepiped: a = 10, b = 24, c = 8; Density = 26; SurfaceArea = 1024.0
Parallelepiped: a = 6, b = 20, c = 6; Density = 28; SurfaceArea = 552.0
Parallelepiped: a = 23, b = 17, c = 23; Density = 2; SurfaceArea = 2622.0
Tetrahedron: a = 24; Density = 3; SurfaceArea = 997.6612651596732
Parallelepiped: a = 23, b = 26, c = 29; Density = 6; SurfaceArea = 4038.0
Tetrahedron: a = 29; Density = 6; SurfaceArea = 1456.6547291654258
Sphere: r = 25; Density = 29; SurfaceArea = 7853.981633974483
Tetrahedron: a = 14; Density = 12; SurfaceArea = 339.4819582834999
Sphere: r = 13; Density = 25; SurfaceArea = 2123.7166338267
Tetrahedron: a = 20; Density = 18; SurfaceArea = 692.8203230275509
Parallelepiped: a = 12, b = 18, c = 22; Density = 2; SurfaceArea = 1752.0
Sphere: r = 2; Density = 14; SurfaceArea = 50.26548245743669
Parallelepiped: a = 22, b = 28, c = 8; Density = 2; SurfaceArea = 2032.0
Sphere: r = 11; Density = 3; SurfaceArea = 1520.53084433746
Tetrahedron: a = 10; Density = 21; SurfaceArea = 173.20508075688772
Tetrahedron: a = 22; Density = 13; SurfaceArea = 838.3125908633366
Parallelepiped: a = 3, b = 5, c = 11; Density = 17; SurfaceArea = 206.0
Sphere: r = 2; Density = 22; SurfaceArea = 50.26548245743669
Parallelepiped: a = 29, b = 29, c = 11; Density = 19; SurfaceArea = 2958.0
Tetrahedron: a = 2; Density = 11; SurfaceArea = 6.928203230275509
Tetrahedron: a = 6; Density = 9; SurfaceArea = 62.35382907247958
Sphere: r = 11; Density = 25; SurfaceArea = 1520.53084433746
Parallelepiped: a = 2, b = 17, c = 22; Density = 6; SurfaceArea = 904.0
Sphere: r = 3; Density = 23; SurfaceArea = 113.09733552923255
Tetrahedron: a = 26; Density = 19; SurfaceArea = 1170.866345916561
Tetrahedron: a = 26; Density = 23; SurfaceArea = 1170.866345916561
Tetrahedron: a = 29; Density = 4; SurfaceArea = 1456.6547291654258
Parallelepiped: a = 28, b = 9, c = 25; Density = 24; SurfaceArea = 2354.0
Sphere: r = 10; Density = 26; SurfaceArea = 1256.6370614359173
Parallelepiped: a = 21, b = 25, c = 2; Density = 18; SurfaceArea = 1234.0
Tetrahedron: a = 10; Density = 8; SurfaceArea = 173.20508075688772
Sphere: r = 21; Density = 15; SurfaceArea = 5541.769440932395
Tetrahedron: a = 9; Density = 15; SurfaceArea = 140.29611541307906
Parallelepiped: a = 1, b = 5, c = 9; Density = 22; SurfaceArea = 118.0
Parallelepiped: a = 26, b = 16, c = 14; Density = 30; SurfaceArea = 2008.0
Sphere: r = 8; Density = 24; SurfaceArea = 804.247719318987
Parallelepiped: a = 5, b = 13, c = 7; Density = 16; SurfaceArea = 382.0
Sphere: r = 4; Density = 16; SurfaceArea = 201.06192982974676
Parallelepiped: a = 9, b = 30, c = 2; Density = 18; SurfaceArea = 696.0
Parallelepiped: a = 7, b = 20, c = 12; Density = 27; SurfaceArea = 928.0
Sphere: r = 17; Density = 19; SurfaceArea = 3631.681107549801
Parallelepiped: a = 11, b = 10, c = 13; Density = 6; SurfaceArea = 766.0
Sphere: r = 5; Density = 9; SurfaceArea = 314.1592653589793
Sphere: r = 17; Density = 4; SurfaceArea = 3631.681107549801
Sphere: r = 26; Density = 30; SurfaceArea = 8494.8665353068
Parallelepiped: a = 6, b = 17, c = 26; Density = 26; SurfaceArea = 1400.0
Sphere: r = 12; Density = 21; SurfaceArea = 1809.5573684677208
Sphere: r = 25; Density = 30; SurfaceArea = 7853.981633974483
Sphere: r = 2; Density = 15; SurfaceArea = 50.26548245743669
Tetrahedron: a = 26; Density = 21; SurfaceArea = 1170.866345916561
Parallelepiped: a = 12, b = 20, c = 2; Density = 9; SurfaceArea = 608.0
Parallelepiped: a = 13, b = 23, c = 25; Density = 5; SurfaceArea = 2398.0
Parallelepiped: a = 6, b = 13, c = 16; Density = 17; SurfaceArea = 764.0
Sphere: r = 29; Density = 30; SurfaceArea = 10568.317686676064
Tetrahedron: a = 11; Density = 18; SurfaceArea = 209.57814771583415
Tetrahedron: a = 27; Density = 15; SurfaceArea = 1262.6650387177115
Sphere: r = 6; Density = 6; SurfaceArea = 452.3893421169302
Tetrahedron: a = 22; Density = 18; SurfaceArea = 838.3125908633366
Tetrahedron: a = 25; Density = 23; SurfaceArea = 1082.5317547305483
Tetrahedron: a = 29; Density = 30; SurfaceArea = 1456.6547291654258
Sphere: r = 22; Density = 21; SurfaceArea = 6082.12337734984
Sphere: r = 15; Density = 26; SurfaceArea = 2827.4333882308138
Parallelepiped: a = 30, b = 17, c = 4; Density = 19; SurfaceArea = 1396.0
Parallelepiped: a = 24, b = 23, c = 15; Density = 2; SurfaceArea = 2514.0
Sphere: r = 22; Density = 20; SurfaceArea = 6082.12337734984
Parallelepiped: a = 17, b = 3, c = 6; Density = 20; SurfaceArea = 342.0
Parallelepiped: a = 7, b = 8, c = 12; Density = 2; SurfaceArea = 472.0
Tetrahedron: a = 13; Density = 20; SurfaceArea = 292.71658647914023
Parallelepiped: a = 16, b = 12, c = 30; Density = 25; SurfaceArea = 2064.0
Sphere: r = 12; Density = 9; SurfaceArea = 1809.5573684677208
Parallelepiped: a = 23, b = 12, c = 1; Density = 28; SurfaceArea = 622.0
Sphere: r = 10; Density = 27; SurfaceArea = 1256.6370614359173
Sphere: r = 15; Density = 20; SurfaceArea = 2827.4333882308138
Sphere: r = 2; Density = 3; SurfaceArea = 50.26548245743669
Tetrahedron: a = 10; Density = 6; SurfaceArea = 173.20508075688772
Tetrahedron: a = 10; Density = 12; SurfaceArea = 173.20508075688772
Sphere: r = 27; Density = 27; SurfaceArea = 9160.884177867836
Tetrahedron: a = 19; Density = 30; SurfaceArea = 625.2703415323647
Tetrahedron: a = 16; Density = 4; SurfaceArea = 443.40500673763256
Tetrahedron: a = 7; Density = 19; SurfaceArea = 84.87048957087498
Sphere: r = 22; Density = 11; SurfaceArea = 6082.12337734984
Parallelepiped: a = 23, b = 7, c = 20; Density = 11; SurfaceArea = 1522.0
Sphere: r = 18; Density = 14; SurfaceArea = 4071.5040790523717
Sphere: r = 20; Density = 12; SurfaceArea = 5026.548245743669
Parallelepiped: a = 22, b = 12, c = 3; Density = 11; SurfaceArea = 732.0
Parallelepiped: a = 11, b = 30, c = 5; Density = 23; SurfaceArea = 1070.0
Sphere: r = 2; Density = 23; SurfaceArea = 50.26548245743669
Tetrahedron: a = 16; Density = 1; SurfaceArea = 443.40500673763256
Parallelepiped: a = 4, b = 18, c = 1; Density = 24; SurfaceArea = 188.0
Sphere: r = 13; Density = 11; SurfaceArea = 2123.7166338267
Sphere: r = 5; Density = 30; SurfaceArea = 314.1592653589793
Sphere: r = 23; Density = 25; SurfaceArea = 6647.610054996002
Sphere: r = 21; Density = 9; SurfaceArea = 5541.769440932395
Parallelepiped: a = 30, b = 9, c = 6; Density = 2; SurfaceArea = 1008.0
Tetrahedron: a = 6; Density = 21; SurfaceArea = 62.35382907247958
Parallelepiped: a = 8, b = 11, c = 27; Density = 11; SurfaceArea = 1202.0
Tetrahedron: a = 27; Density = 6; SurfaceArea = 1262.6650387177115
Sphere: r = 4; Density = 24; SurfaceArea = 201.06192982974676
Parallelepiped: a = 29, b = 14, c = 11; Density = 27; SurfaceArea = 1758.0
Tetrahedron: a = 5; Density = 4; SurfaceArea = 43.30127018922193
Tetrahedron: a = 18; Density = 10; SurfaceArea = 561.1844616523163
Tetrahedron: a = 14; Density = 4; SurfaceArea = 339.4819582834999
Parallelepiped: a = 18, b = 27, c = 4; Density = 10; SurfaceArea = 1332.0
Sphere: r = 28; Density = 10; SurfaceArea = 9852.03456165759
Parallelepiped: a = 5, b = 22, c = 24; Density = 29; SurfaceArea = 1516.0
Sphere: r = 28; Density = 20; SurfaceArea = 9852.03456165759
Tetrahedron: a = 22; Density = 28; SurfaceArea = 838.3125908633366
Tetrahedron: a = 2; Density = 20; SurfaceArea = 6.928203230275509
Sphere: r = 18; Density = 8; SurfaceArea = 4071.5040790523717
Parallelepiped: a = 3, b = 27, c = 23; Density = 4; SurfaceArea = 1542.0
Parallelepiped: a = 10, b = 2, c = 27; Density = 19; SurfaceArea = 688.0
Sphere: r = 27; Density = 23; SurfaceArea = 9160.884177867836
Sphere: r = 22; Density = 3; SurfaceArea = 6082.12337734984
Tetrahedron: a = 18; Density = 5; SurfaceArea = 561.1844616523163
Sphere: r = 15; Density = 26; SurfaceArea = 2827.4333882308138
Parallelepiped: a = 18, b = 5, c = 14; Density = 18; SurfaceArea = 824.0
Parallelepiped: a = 2, b = 10, c = 5; Density = 2; SurfaceArea = 160.0
Tetrahedron: a = 27; Density = 29; SurfaceArea = 1262.6650387177115
Parallelepiped: a = 17, b = 12, c = 17; Density = 11; SurfaceArea = 1394.0
Sphere: r = 25; Density = 17; SurfaceArea = 7853.981633974483
Sphere: r = 24; Density = 23; SurfaceArea = 7238.229473870883
Sphere: r = 26; Density = 25; SurfaceArea = 8494.8665353068
Tetrahedron: a = 2; Density = 26; SurfaceArea = 6.928203230275509
Parallelepiped: a = 1, b = 26, c = 29; Density = 23; SurfaceArea = 1618.0
Parallelepiped: a = 9, b = 15, c = 24; Density = 16; SurfaceArea = 1422.0
Sphere: r = 25; Density = 1; SurfaceArea = 7853.981633974483
Tetrahedron: a = 19; Density = 26; SurfaceArea = 625.2703415323647
Sphere: r = 4; Density = 15; SurfaceArea = 201.06192982974676
Tetrahedron: a = 20; Density = 11; SurfaceArea = 692.8203230275509
Sphere: r = 19; Density = 20; SurfaceArea = 4536.459791783661
Tetrahedron: a = 5; Density = 12; SurfaceArea = 43.30127018922193
Sphere: r = 27; Density = 21; SurfaceArea = 9160.884177867836
Sphere: r = 19; Density = 26; SurfaceArea = 4536.459791783661
Sphere: r = 1; Density = 19; SurfaceArea = 12.566370614359172
Sphere: r = 30; Density = 20; SurfaceArea = 11309.733552923255
Sphere: r = 23; Density = 26; SurfaceArea = 6647.610054996002
Parallelepiped: a = 22, b = 29, c = 19; Density = 6; SurfaceArea = 3214.0
Tetrahedron: a = 1; Density = 23; SurfaceArea = 1.7320508075688772
Parallelepiped: a = 27, b = 12, c = 17; Density = 23; SurfaceArea = 1974.0
Parallelepiped: a = 7, b = 3, c = 17; Density = 9; SurfaceArea = 382.0
Tetrahedron: a = 27; Density = 15; SurfaceArea = 1262.6650387177115
Parallelepiped: a = 21, b = 30, c = 20; Density = 1; SurfaceArea = 3300.0
Parallelepiped: a = 9, b = 4, c = 1; Density = 21; SurfaceArea = 98.0
Tetrahedron: a = 27; Density = 28; SurfaceArea = 1262.6650387177115
Parallelepiped: a = 12, b = 23, c = 2; Density = 12; SurfaceArea = 692.0
Tetrahedron: a = 13; Density = 14; SurfaceArea = 292.71658647914023
Parallelepiped: a = 18, b = 7, c = 30; Density = 30; SurfaceArea = 1752.0
Tetrahedron: a = 17; Density = 10; SurfaceArea = 500.5626833874055
Parallelepiped: a = 19, b = 25, c = 4; Density = 12; SurfaceArea = 1302.0
Parallelepiped: a = 11, b = 9, c = 4; Density = 2; SurfaceArea = 358.0
Tetrahedron: a = 23; Density = 24; SurfaceArea = 916.2548772039361
Sphere: r = 18; Density = 5; SurfaceArea = 4071.5040790523717
Tetrahedron: a = 20; Density = 25; SurfaceArea = 692.8203230275509
Tetrahedron: a = 28; Density = 30; SurfaceArea = 1357.9278331339997
Sphere: r = 24; Density = 15; SurfaceArea = 7238.229473870883
Tetrahedron: a = 21; Density = 20; SurfaceArea = 763.8344061378748
Parallelepiped: a = 14, b = 16, c = 26; Density = 10; SurfaceArea = 2008.0
Tetrahedron: a = 7; Density = 24; SurfaceArea = 84.87048957087498
Tetrahedron: a = 26; Density = 14; SurfaceArea = 1170.866345916561
Parallelepiped: a = 5, b = 4, c = 10; Density = 18; SurfaceArea = 220.0
Tetrahedron: a = 6; Density = 6; SurfaceArea = 62.35382907247958
Parallelepiped: a = 16, b = 25, c = 22; Density = 14; SurfaceArea = 2604.0
Tetrahedron: a = 7; Density = 15; SurfaceArea = 84.87048957087498
Tetrahedron: a = 9; Density = 26; SurfaceArea = 140.29611541307906
Parallelepiped: a = 10, b = 29, c = 23; Density = 9; SurfaceArea = 2374.0
Tetrahedron: a = 5; Density = 18; SurfaceArea = 43.30127018922193
Sphere: r = 30; Density = 25; SurfaceArea = 11309.733552923255
Tetrahedron: a = 1; Density = 9; SurfaceArea = 1.7320508075688772
Tetrahedron: a = 11; Density = 13; SurfaceArea = 209.57814771583415
Sphere: r = 23; Density = 16; SurfaceArea = 6647.610054996002
Tetrahedron: a = 10; Density = 28; SurfaceArea = 173.20508075688772
Parallelepiped: a = 27, b = 25, c = 30; Density = 14; SurfaceArea = 4470.0
Sphere: r = 1; Density = 17; SurfaceArea = 12.566370614359172
Tetrahedron: a = 26; Density = 15; SurfaceArea = 1170.866345916561
Sphere: r = 9; Density = 15; SurfaceArea = 1017.8760197630929
Parallelepiped: a = 30, b = 30, c = 19; Density = 30; SurfaceArea = 4080.0
Sphere: r = 15; Density = 13; SurfaceArea = 2827.4333882308138
Parallelepiped: a = 28, b = 19, c = 23; Density = 18; SurfaceArea = 3226.0
Tetrahedron: a = 17; Density = 3; SurfaceArea = 500.5626833874055
Parallelepiped: a = 25, b = 17, c = 14; Density = 28; SurfaceArea = 2026.0
Sphere: r = 8; Density = 17; SurfaceArea = 804.247719318987
Parallelepiped: a = 4, b = 18, c = 24; Density = 19; SurfaceArea = 1200.0
Parallelepiped: a = 28, b = 24, c = 4; Density = 8; SurfaceArea = 1760.0
Tetrahedron: a = 30; Density = 1; SurfaceArea = 1558.8457268119894
Sphere: r = 7; Density = 30; SurfaceArea = 615.7521601035994
Tetrahedron: a = 5; Density = 23; SurfaceArea = 43.30127018922193
Sphere: r = 24; Density = 19; SurfaceArea = 7238.229473870883
Sphere: r = 28; Density = 28; SurfaceArea = 9852.03456165759
Parallelepiped: a = 13, b = 13, c = 16; Density = 28; SurfaceArea = 1170.0
Sphere: r = 1; Density = 21; SurfaceArea = 12.566370614359172
Sphere: r = 17; Density = 17; SurfaceArea = 3631.681107549801
Parallelepiped: a = 28, b = 8, c = 9; Density = 12; SurfaceArea = 1096.0
Parallelepiped: a = 15, b = 18, c = 27; Density = 8; SurfaceArea = 2322.0
Parallelepiped: a = 21, b = 27, c = 1; Density = 23; SurfaceArea = 1230.0
Parallelepiped: a = 13, b = 29, c = 3; Density = 12; SurfaceArea = 1006.0
Sphere: r = 24; Density = 17; SurfaceArea = 7238.229473870883
Parallelepiped: a = 11, b = 21, c = 29; Density = 12; SurfaceArea = 2318.0
Parallelepiped: a = 11, b = 21, c = 20; Density = 24; SurfaceArea = 1742.0
Sphere: r = 25; Density = 14; SurfaceArea = 7853.981633974483
Parallelepiped: a = 19, b = 9, c = 20; Density = 25; SurfaceArea = 1462.0
Sphere: r = 16; Density = 28; SurfaceArea = 3216.990877275948
Tetrahedron: a = 11; Density = 23; SurfaceArea = 209.57814771583415
Tetrahedron: a = 29; Density = 3; SurfaceArea = 1456.6547291654258
Sphere: r = 1; Density = 22; SurfaceArea = 12.566370614359172
Tetrahedron: a = 19; Density = 7; SurfaceArea = 625.2703415323647
Parallelepiped: a = 7, b = 18, c = 17; Density = 10; SurfaceArea = 1102.0
Tetrahedron: a = 17; Density = 29; SurfaceArea = 500.5626833874055
Parallelepiped: a = 20, b = 10, c = 9; Density = 27; SurfaceArea = 940.0
Parallelepiped: a = 26, b = 2, c = 12; Density = 15; SurfaceArea = 776.0
Sphere: r = 24; Density = 21; SurfaceArea = 7238.229473870883
Tetrahedron: a = 13; Density = 28; SurfaceArea = 292.71658647914023
Parallelepiped: a = 8, b = 28, c = 28; Density = 12; SurfaceArea = 2464.0
Sphere: r = 17; Density = 25; SurfaceArea = 3631.681107549801
Sphere: r = 18; Density = 23; SurfaceArea = 4071.5040790523717
Sphere: r = 20; Density = 21; SurfaceArea = 5026.548245743669
Tetrahedron: a = 6; Density = 20; SurfaceArea = 62.35382907247958
Tetrahedron: a = 28; Density = 22; SurfaceArea = 1357.9278331339997
Parallelepiped: a = 21, b = 24, c = 3; Density = 24; SurfaceArea = 1278.0
Parallelepiped: a = 2, b = 11, c = 27; Density = 9; SurfaceArea = 746.0
Sphere: r = 16; Density = 4; SurfaceArea = 3216.990877275948
Sphere: r = 7; Density = 21; SurfaceArea = 615.7521601035994
Sphere: r = 25; Density = 13; SurfaceArea = 7853.981633974483
Tetrahedron: a = 19; Density = 15; SurfaceArea = 625.2703415323647
Sphere: r = 12; Density = 1; SurfaceArea = 1809.5573684677208
Tetrahedron: a = 17; Density = 30; SurfaceArea = 500.5626833874055
Tetrahedron: a = 3; Density = 9; SurfaceArea = 15.588457268119894
Tetrahedron: a = 16; Density = 8; SurfaceArea = 443.40500673763256
Tetrahedron: a = 27; Density = 30; SurfaceArea = 1262.6650387177115
Parallelepiped: a = 11, b = 27, c = 30; Density = 9; SurfaceArea = 2874.0
Sphere: r = 15; Density = 5; SurfaceArea = 2827.4333882308138
Tetrahedron: a = 17; Density = 22; SurfaceArea = 500.5626833874055
Parallelepiped: a = 14, b = 10, c = 28; Density = 24; SurfaceArea = 1624.0
Tetrahedron: a = 22; Density = 23; SurfaceArea = 838.3125908633366
Tetrahedron: a = 5; Density = 30; SurfaceArea = 43.30127018922193
Tetrahedron: a = 29; Density = 12; SurfaceArea = 1456.6547291654258
Tetrahedron: a = 26; Density = 28; SurfaceArea = 1170.866345916561
Tetrahedron: a = 14; Density = 16; SurfaceArea = 339.4819582834999
Tetrahedron: a = 30; Density = 28; SurfaceArea = 1558.8457268119894
Sphere: r = 29; Density = 4; SurfaceArea = 10568.317686676064
Parallelepiped: a = 8, b = 20, c = 26; Density = 9; SurfaceArea = 1776.0
Sphere: r = 28; Density = 18; SurfaceArea = 9852.03456165759
Tetrahedron: a = 4; Density = 9; SurfaceArea = 27.712812921102035
Sphere: r = 7; Density = 7; SurfaceArea = 615.7521601035994
Parallelepiped: a = 5, b = 22, c = 30; Density = 28; SurfaceArea = 1840.0
Sphere: r = 5; Density = 15; SurfaceArea = 314.1592653589793
Tetrahedron: a = 27; Density = 19; SurfaceArea = 1262.6650387177115
Tetrahedron: a = 5; Density = 7; SurfaceArea = 43.30127018922193
Parallelepiped: a = 13, b = 3, c = 17; Density = 1; SurfaceArea = 622.0
Tetrahedron: a = 26; Density = 10; SurfaceArea = 1170.866345916561
Parallelepiped: a = 11, b = 11, c = 22; Density = 25; SurfaceArea = 1210.0
Sphere: r = 16; Density = 20; SurfaceArea = 3216.990877275948
Sphere: r = 30; Density = 16; SurfaceArea = 11309.733552923255
Sphere: r = 13; Density = 3; SurfaceArea = 2123.7166338267
Parallelepiped: a = 6, b = 7, c = 8; Density = 11; SurfaceArea = 292.0
Parallelepiped: a = 17, b = 12, c = 26; Density = 7; SurfaceArea = 1916.0
Parallelepiped: a = 14, b = 1, c = 18; Density = 15; SurfaceArea = 568.0
Sphere: r = 30; Density = 10; SurfaceArea = 11309.733552923255
Parallelepiped: a = 7, b = 24, c = 30; Density = 15; SurfaceArea = 2196.0
Tetrahedron: a = 9; Density = 21; SurfaceArea = 140.29611541307906
Sphere: r = 4; Density = 15; SurfaceArea = 201.06192982974676
Parallelepiped: a = 29, b = 25, c = 21; Density = 18; SurfaceArea = 3718.0
Tetrahedron: a = 4; Density = 21; SurfaceArea = 27.712812921102035
Parallelepiped: a = 3, b = 2, c = 25; Density = 19; SurfaceArea = 262.0
Parallelepiped: a = 13, b = 6, c = 30; Density = 24; SurfaceArea = 1296.0
Parallelepiped: a = 13, b = 18, c = 22; Density = 11; SurfaceArea = 1832.0
Sphere: r = 16; Density = 17; SurfaceArea = 3216.990877275948
Parallelepiped: a = 1, b = 8, c = 4; Density = 24; SurfaceArea = 88.0
Tetrahedron: a = 14; Density = 27; SurfaceArea = 339.4819582834999
Sphere: r = 3; Density = 20; SurfaceArea = 113.09733552923255
Tetrahedron: a = 11; Density = 10; SurfaceArea = 209.57814771583415
Sphere: r = 29; Density = 12; SurfaceArea = 10568.317686676064
Sphere: r = 6; Density = 16; SurfaceArea = 452.3893421169302
Parallelepiped: a = 30, b = 14, c = 19; Density = 9; SurfaceArea = 2512.0
Tetrahedron: a = 7; Density = 4; SurfaceArea = 84.87048957087498
Sphere: r = 17; Density = 30; SurfaceArea = 3631.681107549801
Sphere: r = 9; Density = 4; SurfaceArea = 1017.8760197630929
Tetrahedron: a = 26; Density = 29; SurfaceArea = 1170.866345916561
Tetrahedron: a = 20; Density = 17; SurfaceArea = 692.8203230275509
Tetrahedron: a = 5; Density = 1; SurfaceArea = 43.30127018922193
Sphere: r = 15; Density = 22; SurfaceArea = 2827.4333882308138
Sphere: r = 14; Density = 1; SurfaceArea = 2463.0086404143976
Tetrahedron: a = 1; Density = 21; SurfaceArea = 1.7320508075688772
Sphere: r = 5; Density = 30; SurfaceArea = 314.1592653589793
Tetrahedron: a = 28; Density = 12; SurfaceArea = 1357.9278331339997
