Container stores 5000 shapes:
Parallelepiped: a = 4, b = 2, c = 22; Density = 10; SurfaceArea = 280.0
Sphere: r = 21; Density = 24; SurfaceArea = 5541.769440932395
Tetrahedron: a = 21; Density = 23; SurfaceArea = 763.8344061378748
Sphere: r = 25; Density = 15; SurfaceArea = 7853.981633974483
Sphere: r = 2; Density = 7; SurfaceArea = 50.26548245743669
Parallelepiped: a = 19, b = 23, c = 9; Density = 18; SurfaceArea = 1630.0
Tetrahedron: a = 2; Density = 9; SurfaceArea = 6.928203230275509
Tetrahedron: a = 19; Density = 10; SurfaceArea = 625.2703415323647
Sphere: r = 8; Density = 7; SurfaceArea = 804.247719318987
Sphere: r = 16; Density = 12; SurfaceArea = 3216.990877275948
Tetrahedron: a = 21; Density = 3; SurfaceArea = 763.8344061378748
Tetrahedron: a = 4; Density = 9; SurfaceArea = 27.712812921102035
Sphere: r = 26; Density = 5; SurfaceArea = 8494.8665353068
Tetrahedron: a = 24; Density = 6; SurfaceArea = 997.6612651596732
Tetrahedron: a = 29; Density = 6; SurfaceArea = 1456.6547291654258
Parallelepiped: a = 1, b = 14, c = 20; Density = 15; SurfaceArea = 628.0
Tetrahedron: a = 7; Density = 11; SurfaceArea = 84.87048957087498
Parallelepiped: a = 12, b = 26, c = 8; Density = 13; SurfaceArea = 1232.0
Tetrahedron: a = 12; Density = 2; SurfaceArea = 249.4153162899183
Parallelepiped: a = 19, b = 10, c = 11; Density = 24; SurfaceArea = 1018.0
Sphere: r = 14; Density = 22; SurfaceArea = 2463.0086404143976
Tetrahedron: a = 6; Density = 15; SurfaceArea = 62.35382907247958
Tetrahedron: a = 24; Density = 11; SurfaceArea = 997.6612651596732
Tetrahedron: a = 9; Density = 9; SurfaceArea = 140.29611541307906
Parallelepiped: a = 8, b = 1, c = 1; Density = 14; SurfaceArea = 34.0
Parallelepiped: a = 30, b = 15, c = 15; Density = 14; SurfaceArea = 2250.0
Tetrahedron: a = 13; Density = 11; SurfaceArea = 292.71658647914023
Parallelepiped: a = 8, b = 6, c = 11; Density = 29; SurfaceArea = 404.0
Tetrahedron: a = 23; Density = 14; SurfaceArea = 916.2548772039361
Sphere: r = 16; Density = 8; SurfaceArea = 3216.990877275948
Parallelepiped: a = 14, b = 28, c = 28; Density = 9; SurfaceArea = 3136.0
Parallelepiped: a = 3, b = 24, c = 29; Density = 23; SurfaceArea = 1710.0
Tetrahedron: a = 16; Density = 2; SurfaceArea = 443.40500673763256
Tetrahedron: a = 11; Density = 21; SurfaceArea = 209.57814771583415
Sphere: r = 2; Density = 11; SurfaceArea = 50.26548245743669
Parallelepiped: a = 14, b = 26, c = 1; Density = 11; SurfaceArea = 808.0
Sphere: r = 3; Density = 3; SurfaceArea = 113.09733552923255
Parallelepiped: a = 11, b = 2, c = 9; Density = 15; SurfaceArea = 278.0
Sphere: r = 18; Density = 30; SurfaceArea = 4071.5040790523717
Tetrahedron: a = 14; Density = 29; SurfaceArea = 339.4819582834999
Parallelepiped: a = 23, b = 11, c = 20; Density = 19; SurfaceArea = 1866.0
Parallelepiped: a = 15, b = 24, c = 5; Density = 1; SurfaceArea = 1110.0
Parallelepiped: a = 30, b = 16, c = 16; Density = 7; SurfaceArea = 2432.0
Tetrahedron: a = 25; Density = 5; SurfaceArea = 1082.5317547305483
Tetrahedron: a = 15; Density = 18; SurfaceArea = 389.71143170299734
Parallelepiped: a = 22, b = 21, c = 25; Density = 17; SurfaceArea = 3074.0
Sphere: r = 12; Density = 1; SurfaceArea = 1809.5573684677208
Parallelepiped: a = 16, b = 9, c = 2; Density = 30; SurfaceArea = 388.0
Tetrahedron: a = 5; Density = 25; SurfaceArea = 43.30127018922193
Sphere: r = 16; Density = 29; SurfaceArea = 3216.990877275948
Tetrahedron: a = 20; Density = 28; SurfaceArea = 692.8203230275509
Tetrahedron: a = 21; Density = 25; SurfaceArea = 763.8344061378748
Parallelepiped: a = 5, b = 4, c = 5; Density = 4; SurfaceArea = 130.0
Parallelepiped: a = 1, b = 12, c = 21; Density = 8; SurfaceArea = 570.0
Parallelepiped: a = 22, b = 29, c = 14; Density = 28; SurfaceArea = 2704.0
Tetrahedron: a = 1; Density = 1; SurfaceArea = 1.7320508075688772
Sphere: r = 26; Density = 30; SurfaceArea = 8494.8665353068
Parallelepiped: a = 21, b = 4, c = 11; Density = 17; SurfaceArea = 718.0
Tetrahedron: a = 3; Density = 23; SurfaceArea = 15.588457268119894
Tetrahedron: a = 17; Density = 26; SurfaceArea = 500.5626833874055
Parallelepiped: a = 6, b = 7, c = 26; Density = 20; SurfaceArea = 760.0
Sphere: r = 5; Density = 1; SurfaceArea = 314.1592653589793
Tetrahedron: a = 9; Density = 29; SurfaceArea = 140.29611541307906
Tetrahedron: a = 17; Density = 29; SurfaceArea = 500.5626833874055
Parallelepiped: a = 19, b = 20, c = 23; Density = 7; SurfaceArea = 2554.0
Tetrahedron: a = 24; Density = 19; SurfaceArea = 997.6612651596732
Tetrahedron: a = 28; Density = 10; SurfaceArea = 1357.9278331339997
Tetrahedron: a = 19; Density = 22; SurfaceArea = 625.2703415323647
Sphere: r = 14; Density = 14; SurfaceArea = 2463.0086404143976
Tetrahedron: a = 9; Density = 24; SurfaceArea = 140.29611541307906
Tetrahedron: a = 17; Density = 11; SurfaceArea = 500.5626833874055
Tetrahedron: a = 17; Density = 2; SurfaceArea = 500.5626833874055
Tetrahedron: a = 12; Density = 23; SurfaceArea = 249.4153162899183
Tetrahedron: a = 18; Density = 6; SurfaceArea = 561.1844616523163
Parallelepiped: a = 4, b = 8, c = 2; Density = 19; SurfaceArea = 112.0
Tetrahedron: a = 2; Density = 22; SurfaceArea = 6.928203230275509
Parallelepiped: a = 2, b = 7, c = 12; Density = 5; SurfaceArea = 244.0
Parallelepiped: a = 24, b = 11, c = 22; Density = 11; SurfaceArea = 2068.0
Parallelepiped: a = 21, b = 25, c = 10; Density = 2; SurfaceArea = 1970.0
Parallelepiped: a = 16, b = 23, c = 25; Density = 30; SurfaceArea = 2686.0
Sphere: r = 19; Density = 29; SurfaceArea = 4536.459791783661
Sphere: r = 23; Density = 16; SurfaceArea = 6647.610054996002
Sphere: r = 21; Density = 7; SurfaceArea = 5541.769440932395
Sphere: r = 20; Density = 26; SurfaceArea = 5026.548245743669
Sphere: r = 9; Density = 10; SurfaceArea = 1017.8760197630929
Parallelepiped: a = 4, b = 19, c = 5; Density = 25; SurfaceArea = 382.0
Parallelepiped: a = 18, b = 18, c = 11; Density = 21; SurfaceArea = 1440.0
Sphere: r = 3; Density = 16; SurfaceArea = 113.09733552923255
Parallelepiped: a = 30, b = 15, c = 22; Density = 29; SurfaceArea = 2880.0
Sphere: r = 5; Density = 17; SurfaceArea = 314.1592653589793
Tetrahedron: a = 10; Density = 7; SurfaceArea = 173.20508075688772
Parallelepiped: a = 25, b = 24, c = 2; Density = 8; SurfaceArea = 1396.0
Parallelepiped: a = 22, b = 29, c = 5; Density = 20; SurfaceArea = 1786.0
Tetrahedron: a = 27; Density = 14; SurfaceArea = 1262.6650387177115
Sphere: r = 15; Density = 22; SurfaceArea = 2827.4333882308138
Parallelepiped: a = 19, b = 26, c = 21; Density = 22; SurfaceArea = 2878.0
Tetrahedron: a = 28; Density = 6; SurfaceArea = 1357.9278331339997
Tetrahedron: a = 8; Density = 14; SurfaceArea = 110.85125168440814
Sphere: r = 20; Density = 5; SurfaceArea = 5026.548245743669
Sphere: r = 27; Density = 15; SurfaceArea = 9160.884177867836
Parallelepiped: a = 9, b = 8, c = 28; Density = 13; SurfaceArea = 1096.0
Tetrahedron: a = 7; Density = 2; SurfaceArea = 84.87048957087498
Parallelepiped: a = 26, b = 19, c = 19; Density = 26; SurfaceArea = 2698.0
Parallelepiped: a = 29, b = 13, c = 2; Density = 25; SurfaceArea = 922.0
Sphere: r = 21; Density = 26; SurfaceArea = 5541.769440932395
Tetrahedron: a = 10; Density = 8; SurfaceArea = 173.20508075688772
Sphere: r = 21; Density = 8; SurfaceArea = 5541.769440932395
Parallelepiped: a = 14, b = 24, c = 24; Density = 14; SurfaceArea = 2496.0
Parallelepiped: a = 11, b = 14, c = 4; Density = 3; SurfaceArea = 508.0
Parallelepiped: a = 20, b = 15, c = 25; Density = 12; SurfaceArea = 2350.0
Tetrahedron: a = 28; Density = 20; SurfaceArea = 1357.9278331339997
Parallelepiped: a = 2, b = 1, c = 21; Density = 30; SurfaceArea = 130.0
Tetrahedron: a = 25; Density = 18; SurfaceArea = 1082.5317547305483
Sphere: r = 10; Density = 1; SurfaceArea = 1256.6370614359173
Tetrahedron: a = 8; Density = 27; SurfaceArea = 110.85125168440814
Sphere: r = 30; Density = 12; SurfaceArea = 11309.733552923255
Parallelepiped: a = 22, b = 18, c = 1; Density = 5; SurfaceArea = 872.0
Tetrahedron: a = 30; Density = 4; SurfaceArea = 1558.8457268119894
Parallelepiped: a = 25, b = 1, c = 11; Density = 27; SurfaceArea = 622.0
Sphere: r = 3; Density = 24; SurfaceArea = 113.09733552923255
Tetrahedron: a = 13; Density = 27; SurfaceArea = 292.71658647914023
Sphere: r = 1; Density = 29; SurfaceArea = 12.566370614359172
Sphere: r = 4; Density = 15; SurfaceArea = 201.06192982974676
Tetrahedron: a = 27; Density = 15; SurfaceArea = 1262.6650387177115
Sphere: r = 13; Density = 19; SurfaceArea = 2123.7166338267
Parallelepiped: a = 28, b = 23, c = 2; Density = 17; SurfaceArea = 1492.0
Sphere: r = 9; Density = 1; SurfaceArea = 1017.8760197630929
Tetrahedron: a = 17; Density = 25; SurfaceArea = 500.5626833874055
Sphere: r = 11; Density = 5; SurfaceArea = 1520.53084433746
Sphere: r = 4; Density = 1; SurfaceArea = 201.06192982974676
Sphere: r = 30; Density = 23; SurfaceArea = 11309.733552923255
Parallelepiped: a = 2, b = 9, c = 18; Density = 24; SurfaceArea = 432.0
Tetrahedron: a = 26; Density = 25; SurfaceArea = 1170.866345916561
Tetrahedron: a = 22; Density = 20; SurfaceArea = 838.3125908633366
Parallelepiped: a = 14, b = 5, c = 26; Density = 15; SurfaceArea = 1128.0
Parallelepiped: a = 7, b = 14, c = 12; Density = 13; SurfaceArea = 700.0
Tetrahedron: a = 22; Density = 21; SurfaceArea = 838.3125908633366
Tetrahedron: a = 8; Density = 29; SurfaceArea = 110.85125168440814
Tetrahedron: a = 29; Density = 22; SurfaceArea = 1456.6547291654258
Tetrahedron: a = 6; Density = 7; SurfaceArea = 62.35382907247958
Parallelepiped: a = 5, b = 3, c = 23; Density = 14; SurfaceArea = 398.0
Parallelepiped: a = 26, b = 2, c = 16; Density = 8; SurfaceArea = 1000.0
Tetrahedron: a = 11; Density = 4; SurfaceArea = 209.57814771583415
Tetrahedron: a = 1; Density = 22; SurfaceArea = 1.7320508075688772
Sphere: r = 27; Density = 25; SurfaceArea = 9160.884177867836
Parallelepiped: a = 20, b = 1, c = 14; Density = 4; SurfaceArea = 628.0
Tetrahedron: a = 6; Density = 10; SurfaceArea = 62.35382907247958
Sphere: r = 17; Density = 26; SurfaceArea = 3631.681107549801
Sphere: r = 30; Density = 12; SurfaceArea = 11309.733552923255
Tetrahedron: a = 13; Density = 5; SurfaceArea = 292.71658647914023
Tetrahedron: a = 4; Density = 20; SurfaceArea = 27.712812921102035
Sphere: r = 29; Density = 23; SurfaceArea = 10568.317686676064
Parallelepiped: a = 28, b = 2, c = 9; Density = 27; SurfaceArea = 652.0
Tetrahedron: a = 14; Density = 17; SurfaceArea = 339.4819582834999
Sphere: r = 4; Density = 3; SurfaceArea = 201.06192982974676
Tetrahedron: a = 19; Density = 11; SurfaceArea = 625.2703415323647
Parallelepiped: a = 25, b = 7, c = 23; Density = 18; SurfaceArea = 1822.0
Parallelepiped: a = 10, b = 29, c = 11; Density = 10; SurfaceArea = 1438.0
Sphere: r = 23; Density = 30; SurfaceArea = 6647.610054996002
Parallelepiped: a = 26, b = 10, c = 21; Density = 26; SurfaceArea = 2032.0
Tetrahedron: a = 24; Density = 12; SurfaceArea = 997.6612651596732
Tetrahedron: a = 3; Density = 11; SurfaceArea = 15.588457268119894
Tetrahedron: a = 28; Density = 17; SurfaceArea = 1357.9278331339997
Tetrahedron: a = 27; Density = 5; SurfaceArea = 1262.6650387177115
Sphere: r = 19; Density = 17; SurfaceArea = 4536.459791783661
Tetrahedron: a = 30; Density = 10; SurfaceArea = 1558.8457268119894
Parallelepiped: a = 17, b = 14, c = 18; Density = 22; SurfaceArea = 1592.0
Sphere: r = 28; Density = 27; SurfaceArea = 9852.03456165759
Parallelepiped: a = 17, b = 30, c = 1; Density = 15; SurfaceArea = 1114.0
Tetrahedron: a = 6; Density = 17; SurfaceArea = 62.35382907247958
Tetrahedron: a = 29; Density = 9; SurfaceArea = 1456.6547291654258
Tetrahedron: a = 7; Density = 8; SurfaceArea = 84.87048957087498
Sphere: r = 25; Density = 16; SurfaceArea = 7853.981633974483
Tetrahedron: a = 20; Density = 30; SurfaceArea = 692.8203230275509
Tetrahedron: a = 19; Density = 10; SurfaceArea = 625.2703415323647
Tetrahedron: a = 22; Density = 11; SurfaceArea = 838.3125908633366
Tetrahedron: a = 3; Density = 28; SurfaceArea = 15.588457268119894
Parallelepiped: a = 30, b = 7, c = 29; Density = 23; SurfaceArea = 2566.0
Tetrahedron: a = 1; Density = 12; SurfaceArea = 1.7320508075688772
Parallelepiped: a = 16, b = 17, c = 23; Density = 14; SurfaceArea = 2062.0
Sphere: r = 19; Density = 30; SurfaceArea = 4536.459791783661
Parallelepiped: a = 24, b = 24, c = 9; Density = 1; SurfaceArea = 2016.0
Parallelepiped: a = 9, b = 6, c = 7; Density = 23; SurfaceArea = 318.0
Tetrahedron: a = 25; Density = 23; SurfaceArea = 1082.5317547305483
Parallelepiped: a = 6, b = 25, c = 28; Density = 29; SurfaceArea = 2036.0
Parallelepiped: a = 26, b = 9, c = 13; Density = 21; SurfaceArea = 1378.0
Sphere: r = 16; Density = 1; SurfaceArea = 3216.990877275948
Parallelepiped: a = 7, b = 3, c = 17; Density = 11; SurfaceArea = 382.0
Parallelepiped: a = 21, b = 9, c = 11; Density = 2; SurfaceArea = 1038.0
Sphere: r = 14; Density = 12; SurfaceArea = 2463.0086404143976
Sphere: r = 30; Density = 17; SurfaceArea = 11309.733552923255
Sphere: r = 19; Density = 17; SurfaceArea = 4536.459791783661
Parallelepiped: a = 2, b = 4, c = 2; Density = 28; SurfaceArea = 40.0
Sphere: r = 20; Density = 5; SurfaceArea = 5026.548245743669
Parallelepiped: a = 1, b = 15, c = 5; Density = 19; SurfaceArea = 190.0
Parallelepiped: a = 21, b = 22, c = 7; Density = 28; SurfaceArea = 1526.0
Parallelepiped: a = 29, b = 29, c = 30; Density = 17; SurfaceArea = 5162.0
Tetrahedron: a = 13; Density = 20; SurfaceArea = 292.71658647914023
Parallelepiped: a = 1, b = 20, c = 11; Density = 14; SurfaceArea = 502.0
Parallelepiped: a = 30, b = 4, c = 6; Density = 30; SurfaceArea = 648.0
Tetrahedron: a = 28; Density = 5; SurfaceArea = 1357.9278331339997
Tetrahedron: a = 8; Density = 7; SurfaceArea = 110.85125168440814
Parallelepiped: a = 1, b = 12, c = 9; Density = 17; SurfaceArea = 258.0
Parallelepiped: a = 13, b = 7, c = 17; Density = 17; SurfaceArea = 862.0
Tetrahedron: a = 28; Density = 7; SurfaceArea = 1357.9278331339997
Parallelepiped: a = 1, b = 14, c = 11; Density = 10; SurfaceArea = 358.0
Sphere: r = 21; Density = 7; SurfaceArea = 5541.769440932395
Tetrahedron: a = 26; Density = 20; SurfaceArea = 1170.866345916561
Tetrahedron: a = 1; Density = 16; SurfaceArea = 1.7320508075688772
Parallelepiped: a = 29, b = 23, c = 3; Density = 7; SurfaceArea = 1646.0
Parallelepiped: a = 1, b = 25, c = 2; Density = 29; SurfaceArea = 154.0
Tetrahedron: a = 3; Density = 5; SurfaceArea = 15.588457268119894
Sphere: r = 4; Density = 21; SurfaceArea = 201.06192982974676
Sphere: r = 14; Density = 28; SurfaceArea = 2463.0086404143976
Parallelepiped: a = 2, b = 2, c = 9; Density = 29; SurfaceArea = 80.0
Tetrahedron: a = 18; Density = 23; SurfaceArea = 561.1844616523163
Sphere: r = 4; Density = 5; SurfaceArea = 201.06192982974676
Tetrahedron: a = 6; Density = 30; SurfaceArea = 62.35382907247958
Parallelepiped: a = 28, b = 21, c = 30; Density = 13; SurfaceArea = 4116.0
Sphere: r = 29; Density = 24; SurfaceArea = 10568.317686676064
Parallelepiped: a = 30, b = 9, c = 25; Density = 18; SurfaceArea = 2490.0
Parallelepiped: a = 10, b = 4, c = 5; Density = 12; SurfaceArea = 220.0
Sphere: r = 1; Density = 2; SurfaceArea = 12.566370614359172
Tetrahedron: a = 18; Density = 13; SurfaceArea = 561.1844616523163
Parallelepiped: a = 12, b = 26, c = 29; Density = 15; SurfaceArea = 2828.0
Sphere: r = 5; Density = 29; SurfaceArea = 314.1592653589793
Parallelepiped: a = 30, b = 14, c = 3; Density = 1; SurfaceArea = 1104.0
Sphere: r = 9; Density = 13; SurfaceArea = 1017.8760197630929
Sphere: r = 11; Density = 6; SurfaceArea = 1520.53084433746
Parallelepiped: a = 19, b = 20, c = 3; Density = 19; SurfaceArea = 994.0
Tetrahedron: a = 27; Density = 24; SurfaceArea = 1262.6650387177115
Sphere: r = 23; Density = 12; SurfaceArea = 6647.610054996002
Tetrahedron: a = 8; Density = 21; SurfaceArea = 110.85125168440814
Sphere: r = 3; Density = 20; SurfaceArea = 113.09733552923255
Sphere: r = 2; Density = 30; SurfaceArea = 50.26548245743669
Sphere: r = 10; Density = 4; SurfaceArea = 1256.6370614359173
Tetrahedron: a = 13; Density = 23; SurfaceArea = 292.71658647914023
Tetrahedron: a = 1; Density = 13; SurfaceArea = 1.7320508075688772
Sphere: r = 19; Density = 25; SurfaceArea = 4536.459791783661
Tetrahedron: a = 15; Density = 24; SurfaceArea = 389.71143170299734
Tetrahedron: a = 19; Density = 30; SurfaceArea = 625.2703415323647
Tetrahedron: a = 18; Density = 21; SurfaceArea = 561.1844616523163
Tetrahedron: a = 10; Density = 10; SurfaceArea = 173.20508075688772
Sphere: r = 7; Density = 20; SurfaceArea = 615.7521601035994
Sphere: r = 11; Density = 16; SurfaceArea = 1520.53084433746
Sphere: r = 8; Density = 7; SurfaceArea = 804.247719318987
Parallelepiped: a = 18, b = 12, c = 13; Density = 15; SurfaceArea = 1212.0
Parallelepiped: a = 23, b = 18, c = 2; Density = 23; SurfaceArea = 992.0
Tetrahedron: a = 10; Density = 2; SurfaceArea = 173.20508075688772
Tetrahedron: a = 1; Density = 24; SurfaceArea = 1.7320508075688772
Sphere: r = 16; Density = 24; SurfaceArea = 3216.990877275948
Tetrahedron: a = 18; Density = 18; SurfaceArea = 561.1844616523163
Sphere: r = 21; Density = 17; SurfaceArea = 5541.769440932395
Parallelepiped: a = 11, b = 21, c = 12; Density = 17; SurfaceArea = 1230.0
Parallelepiped: a = 7, b = 26, c = 1; Density = 18; SurfaceArea = 430.0
Tetrahedron: a = 18; Density = 28; SurfaceArea = 561.1844616523163
Parallelepiped: a = 7, b = 22, c = 22; Density = 23; SurfaceArea = 1584.0
Parallelepiped: a = 19, b = 26, c = 1; Density = 23; SurfaceArea = 1078.0
Sphere: r = 4; Density = 3; SurfaceArea = 201.06192982974676
Tetrahedron: a = 13; Density = 15; SurfaceArea = 292.71658647914023
Sphere: r = 7; Density = 8; SurfaceArea = 615.7521601035994
Sphere: r = 28; Density = 3; SurfaceArea = 9852.03456165759
Parallelepiped: a = 24, b = 8, c = 3; Density = 24; SurfaceArea = 576.0
Tetrahedron: a = 11; Density = 28; SurfaceArea = 209.57814771583415
Parallelepiped: a = 27, b = 15, c = 19; Density = 29; SurfaceArea = 2406.0
Tetrahedron: a = 17; Density = 11; SurfaceArea = 500.5626833874055
Parallelepiped: a = 14, b = 2, c = 6; Density = 29; SurfaceArea = 248.0
Parallelepiped: a = 10, b = 9, c = 3; Density = 12; SurfaceArea = 294.0
Sphere: r = 8; Density = 22; SurfaceArea = 804.247719318987
Parallelepiped: a = 29, b = 21, c = 4; Density = 29; SurfaceArea = 1618.0
Tetrahedron: a = 13; Density = 20; SurfaceArea = 292.71658647914023
Parallelepiped: a = 10, b = 4, c = 28; Density = 15; SurfaceArea = 864.0
Sphere: r = 5; Density = 20; SurfaceArea = 314.1592653589793
Parallelepiped: a = 14, b = 10, c = 23; Density = 12; SurfaceArea = 1384.0
Tetrahedron: a = 20; Density = 19; SurfaceArea = 692.8203230275509
Sphere: r = 19; Density = 15; SurfaceArea = 4536.459791783661
Sphere: r = 8; Density = 29; SurfaceArea = 804.247719318987
Parallelepiped: a = 20, b = 8, c = 3; Density = 19; SurfaceArea = 488.0
Parallelepiped: a = 4, b = 22, c = 25; Density = 22; SurfaceArea = 1476.0
Sphere: r = 26; Density = 7; SurfaceArea = 8494.8665353068
Tetrahedron: a = 16; Density = 29; SurfaceArea = 443.40500673763256
Tetrahedron: a = 14; Density = 9; SurfaceArea = 339.4819582834999
Parallelepiped: a = 15, b = 1, c = 22; Density = 1; SurfaceArea = 734.0
Parallelepiped: a = 11, b = 24, c = 2; Density = 23; SurfaceArea = 668.0
Parallelepiped: a = 15, b = 16, c = 15; Density = 6; SurfaceArea = 1410.0
Sphere: r = 21; Density = 22; SurfaceArea = 5541.769440932395
Parallelepiped: a = 7, b = 28, c = 23; Density = 4; SurfaceArea = 2002.0
Sphere: r = 8; Density = 20; SurfaceArea = 804.247719318987
Sphere: r = 12; Density = 25; SurfaceArea = 1809.5573684677208
Parallelepiped: a = 26, b = 18, c = 13; Density = 28; SurfaceArea = 2080.0
Parallelepiped: a = 27, b = 8, c = 28; Density = 30; SurfaceArea = 2392.0
Tetrahedron: a = 2; Density = 12; SurfaceArea = 6.928203230275509
Tetrahedron: a = 7; Density = 18; SurfaceArea = 84.87048957087498
Sphere: r = 15; Density = 10; SurfaceArea = 2827.4333882308138
